Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 2475,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  PRIMERA QUINCENA DE MARZO DE 2025.,20/02/2025,RESOLUCIONN°2475.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2475.docx,2,Resoluciones
RESOLUCIÓN N° 2476,RESUELVE EL RECURSO DE RECONSIDERACIÓN INTERPUESTO POR LA REPÚBLICA DE COLOMBIA CONTRA LA RESOLUCIÓN N° 2453 DE 2024 DE LA SECRETARÍA GENERAL DE LA COMUNIDAD ANDINA.,25/02/2025,RESOLUCIONN°2476.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2476.docx,20,Resoluciones
RESOLUCIÓN N° 2477,"SOLICITUD DE LA REPÚBLICA DE COLOMBIA PARA LA APLICACIÓN DE MEDIDAS CORRECTIVAS A LAS IMPORTACIONES DE BARRAS DE HIERRO O ACERO CORRUGADAS CLASIFICADAS EN LA SUBPARTIDA ARANCELARIA 7214.20.00.00 ORIGINARIAS DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA, INVOCANDO EL ARTÍCULO 97 DEL ACUERDO DE CARTAGENA",26/02/2025,RESOLUCIONN°2477.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2477.docx,71,Resoluciones
ACLARACIÓN DEL DICTAMEN N° 003–2025,"RECLAMO INTERPUESTO POR TELEFONAKTIEBOLAGET LM ERICSSON (PUBL) CONTRA LA REPÚBLICA DE COLOMBIA, POR EL PRESUNTO INCUMPLIMIENTO DE LOS ARTÍCULOS 245, 246 INCISO A) Y 247 DE LA DECISIÓN 486, RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL, ASÍ COMO LOS ARTÍCULOS 3 Y 4 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA.

",5/03/2025,ACLARACION_DICTAMEN003_2025.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/ACLARACION_DICTAMEN003_2025.docx,7,Dictámenes
RESOLUCIÓN N° 2478,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,5/03/2025,RESOLUCIONN°2478.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2478.docx,2,Resoluciones
RESOLUCIÓN N° 2479,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  SEGUNDA QUINCENA DE MARZO DE 2025.

",6/03/2025,RESOLUCIONN°2479.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2479.docx,2,Resoluciones
RESOLUCIÓN N° 2480,INFORMACIÓN MÍNIMA DE LA DECLARACIÓN JURADA DE ORIGEN,11/03/2025,RESOLUCIONN°2480.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2480.docx,2,Resoluciones
RESOLUCIÓN N° 2484,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  PRIMERA QUINCENA DE ABRIL DE 2025,19/03/2025,RESOLUCION2484.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2484.docx,2,Resoluciones
RESOLUCIÓN N° 2483,"CANCELACIÓN DEL REGISTRO ANDINO SATELITAL DE LA EMPRESA INTELSAT US LLC., SATÉLITE INTELSAT 11 | MODIFICACIÓN DE LA RESOLUCIÓN 1296",19/03/2025,RESOLUCION2483.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2483.docx,3,Resoluciones
RESOLUCIÓN N° 2482,"CANCELACIÓN DEL REGISTRO ANDINO SATELITAL DE LA EMPRESA INTELSAT US LLC., SATÉLITE INTELSAT 901 | MODIFICACIÓN DE LA RESOLUCIÓN 2180",19/03/2025,RESOLUCION2482.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2482.docx,3,Resoluciones
RESOLUCIÓN N° 2481,"SUSTITUCIÓN DE LA RESOLUCIÓN 1475: “ADOPTAR LAS CATEGORÍAS DE RIESGO FITOSANITARIO QUE SE ESTABLECEN EN EL ANEXO I DE LA PRESENTE RESOLUCIÓN, PARA SU APLICACIÓN EN EL COMERCIO INTRASUBREGIONAL Y CON TERCEROS PAÍSES, DE PLANTAS, PRODUCTOS VEGETALES Y OTROS ARTÍCULOS REGLAMENTADOS”",19/03/2025,RESOLUCION2481.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2481.docx,63,Resoluciones
RESOLUCIÓN N° 2485,"INCLUSIÓN DE DETERMINADOS MATERIALES TEXTILES CLASIFICADOS EN LAS SUBPARTIDAS NANDINA 5402.45.00 Y 5402.47.00, EN EL ANEXO I DE LA LISTA DE ESCASO ABASTO DE LA RESOLUCIÓN 1926 DE LA SECRETARÍA GENERAL",21/03/2025,RESOLUCION2485.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2485.docx,7,Resoluciones
RESOLUCIÓN N° 2486,MODIFICACIÓN DEL ANEXO DE LA RESOLUCIÓN 1684 - REGLAMENTO COMUNITARIO DE LA DECISIÓN 571 - VALOR EN ADUANA DE LAS MERCANCÍAS IMPORTADAS.,26/03/2025,RESOLUCIONN°2486.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2486.docx,2,Resoluciones
DICTAMEN N° 004-2025,"RECLAMO INTERPUESTO POR LA CORPORACIÓN ACEROS AREQUIPA S.A. Y CORPORACIÓN ACEROS AREQUIPA AA S.A.S. CONTRA LA REPÚBLICA DEL ECUADOR, POR EL PRESUNTO INCUMPLIMIENTO DE LA DECISIÓN 599, ARMONIZACIÓN DE ASPECTOS SUSTANCIALES Y PROCEDIMENTALES DE LOS IMPUESTOS TIPO VALOR AGREGADO, EL ARTÍCULO 75 DEL ACUERDO DE CARTAGENA, Y DEL ARTÍCULO 4 DEL TRATADO CONSTITUTIVO DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA.",2/04/2025,DICTAMENN°004_2025.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICTAMENN°004_2025.docx,36,Dictámenes
RESOLUCIÓN N° 2488,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  SEGUNDA QUINCENA DE ABRIL DE 2025,4/04/2025,RESOLUCIONN°2488.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2488.docx,2,Resoluciones
RESOLUCIÓN N° 2487,"MODIFICACIÓN AL CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2025, APROBADO MEDIANTE RESOLUCIÓN 2471",4/04/2025,RESOLUCIONN°2487.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2487.docx,3,Resoluciones
RESOLUCIÓN N° 2489,"ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL

",14/04/2025,RESOLUCIONN°2489.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2489.docx,1,Resoluciones
DICTAMEN N° 005-2025,"RECLAMO PRESENTADO POR EL SEÑOR JAIME ALBERTO SOLÓRZANO ÁLAVA, EN SU CALIDAD DE GERENTE GENERAL Y REPRESENTANTE LEGAL DE LA EMPRESA ECUATORIANA DURAGAS S.A., CONTRA LA REPÚBLICA DEL ECUADOR, POR PRESUNTO INCUMPLIMIENTO DE LOS ARTÍCULOS 4, 35 Y 36 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, ASÍ COMO DE LOS ARTÍCULOS 154, 155, LITERALES B) Y D), 258 Y 259 DE LA DECISIÓN 486 - RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL, Y LOS ARTÍCULOS 127 Y 128 DE LA DECISIÓN 500 - ESTATUTO DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, A PROPÓSITO DE LA ADOPCIÓN DE UNAS SENTENCIAS POR AUTORIDADES JURISDICCIONALES DE LA REPÚBLICA DEL ECUADOR.",15/04/2025,DICTAMENN°005_2025.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICTAMENN°005_2025.docx,27,Dictámenes
RESOLUCIÓN N° 2490,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MAYO DE 2025.

",22/04/2025,RESOLUCIONN°2490.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2490.docx,2,Resoluciones
RESOLUCIÓN N° 2491,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,24/04/2025,RESOLUCIONN°2491.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2491.docx,2,Resoluciones
RESOLUCIÓN N° 2493,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  SEGUNDA QUINCENA DE MAYO DE 2025.,7/05/2025,RESOLUCIONN°2493.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2493.docx,2,Resoluciones
RESOLUCIÓN N° 2492,RESUELVE EL RECURSO DE RECONSIDERACIÓN INTERPUESTO POR LA REPÚBLICA DE COLOMBIA CONTRA LA RESOLUCIÓN 2477 DE LA SECRETARÍA GENERAL DE LA COMUNIDAD ANDINA,7/05/2025,RESOLUCIONN°2492.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2492.docx,42,Resoluciones
RESOLUCIÓN N° 2494,"ADOPCIÓN DEL PLAN OPERATIVO ANUAL ANDINO DE LA ESTRATEGIA ANDINA PARA LA GESTIÓN DEL RIESGO DE DESASTRES (EAGRD), 2024 – 2025",9/05/2025,RESOLUCIONN°2494.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2494.docx,2,Resoluciones
RESOLUCIÓN N° 2495,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,14/05/2025,RESOLUCIONN°2495.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2495.docx,2,Resoluciones
RESOLUCIÓN N° 2498,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,21/05/2025,RESOLUCIONN°2498.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2498.docx,2,Resoluciones
RESOLUCIÓN N° 2497,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE JUNIO DE 2025,21/05/2025,RESOLUCIONN°2497.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2497.docx,2,Resoluciones
RESOLUCIÓN N° 2496,"REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE VIASAT-3 FLIGHT 2 (VIASAT-3-F2), PERTENECIENTE A LA EMPRESA VIASAT INC., EN LA POSICIÓN ORBITAL 79° LONGITUD OESTE",21/05/2025,RESOLUCIONN°2496.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2496.docx,3,Resoluciones
RESOLUCIÓN N° 2500,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,4/06/2025,RESOLUCION2500.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2500.docx,2,Resoluciones
RESOLUCIÓN N° 2499,ACTUALIZACIÓN DE LA RESOLUCIÓN 1685 “REGLAMENTO DE LA RED ANDINA DE NORMALIZACIÓN”,4/06/2025,RESOLUCION2499.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2499.docx,28,Resoluciones
RESOLUCIÓN N° 2501,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE JUNIO DE 2025.

",6/06/2025,RESOLUCIONN°2501.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2501.docx,2,Resoluciones
DICTAMEN N° 006-2025,"RECLAMO INTERPUESTO POR LOS SEÑORES FERNANDO DUSSAN SARRIA, EN CALIDAD DE REPRESENTANTE LEGAL DE LA EMPRESA MAB INGENIERÍA DEL VALOR S.A. SUCURSAL DEL PERÚ, Y DANIEL EDUARDO HERNÁNDEZ CÁRDENAS, EN CALIDAD DE APODERADO DE LA EMPRESA ACI PROYECTOS S.A.S. SUCURSAL DEL PERÚ, CONTRA LA REPÚBLICA DEL PERÚ, POR EL PRESUNTO INCUMPLIMIENTO DEL ARTÍCULO 4 DE LA DECISIÓN 439 – MARCO GENERAL DE PRINCIPIOS Y NORMAS DE LIBERALIZACIÓN DEL COMERCIO DE SERVICIOS EN LA COMUNIDAD ANDINA.",20/06/2025,DICTAMEN006_2025.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICTAMEN006_2025.docx,32,Dictámenes
RESOLUCIÓN N° 2502,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  PRIMERA QUINCENA DE JULIO DE 2025.,20/06/2025,RESOLUCIONN°2502.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2502.docx,2,Resoluciones
RESOLUCIÓN N° 2503,"RECONOCIMIENTO AL ESTADO PLURINACIONAL DE BOLIVIA COMO ÁREA LIBRE DE ANTHONOMUS GRANDIS, BOHEMAN, 1843 (PICUDO MEXICANO DEL ALGODÓN)",23/06/2025,RESOLUCIONN°2503.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2503.doc,2,Resoluciones
DECISIÓN N° 945,CREACIÓN DE COMITÉ DE DIRECTORES DE LA COMISIÓN,24/06/2025,DECISION945.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION945.docx,2,Decisiones
DECISIÓN N° 944,MODIFICATORIA DE LA DECISIÓN 833 “ARMONIZACIÓN DE LEGISLACIONES EN MATERIA DE PRODUCTOS COSMÉTICOS”,24/06/2025,DECISION944.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION944.docx,3,Decisiones
DECISIÓN N° 943,SUSTITUIR EL ARTÍCULO 1 DE LA DECISIÓN 839,24/06/2025,DECISION943.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION943.docx,2,Decisiones
DECISIÓN N° 942,"SUSPENSIÓN TEMPORAL DE LA APLICACIÓN DE LA DECISIÓN 483 SOBRE NORMAS PARA EL REGISTRO, CONTROL, COMERCIALIZACIÓN Y USO DE PRODUCTOS VETERINARIOS",24/06/2025,DECISION942.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION942.doc,3,Decisiones
RESOLUCIÓN N° 2504,REQUISITOS ESPECÍFICOS DE ORIGEN PARA EL INTERCAMBIO COMERCIAL ENTRE PERÚ Y LOS DEMÁS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA,26/06/2025,RESOLUCIONN°2504.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2504.docx,18,Resoluciones
RESOLUCIÓN N° 2505,"OTORGAR AL EMBAJADOR JOSÉ ANTONIO GARCÍA BELAÚNDE, LA ORDEN HONORÍFICA COMUNIDAD ANDINA GRAN OFICIAL",2/07/2025,RESOLUCIONN°2505.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2505.docx,2,Resoluciones
RESOLUCIÓN N° 2506,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE JULIO DE 2025.,4/07/2025,RESOLUCION2506.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2506.docx,2,Resoluciones
ACLARACIÓN DEL DICTAMEN 006–2025,"RECLAMO INTERPUESTO POR MAB INGENIERIA DEL VALOR S.A SUCURSAL DEL PERÚ Y ACI PROYECTOS S.A.S SUCURSAL DEL PERÚ, CONTRA LA REPÚBLICA DEL PERÚ POR PRESUNTO INCUMPLIMIENTO DEL ARTÍCULO 4 DE LA DECISIÓN 439 - MARCO GENERAL DE PRINCIPIOS Y NORMAS PARA LA LIBERACIÓN DEL COMERCIO DE SERVICIOS EN LA COMUNIDAD ANDINA.

",21/07/2025,ACLARACIONDEDICTAMEN.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/ACLARACIONDEDICTAMEN.docx,8,Dictámenes
RESOLUCIÓN N° 2507,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE AGOSTO DE 2025.,22/07/2025,RESOLUCIONN°2507.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2507.docx,2,Resoluciones
RESOLUCIÓN N° 2508,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,4/08/2025,RESOLUCIONN°2508.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2508.docx,2,Resoluciones
RESOLUCIÓN N° 2509,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE AGOSTO DE 2025,5/08/2025,RESOLUCIONN°2509.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2509.docx,2,Resoluciones
RESOLUCIÓN N° 2510,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,8/08/2025,RESOLUCIONN°2510.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2510.docx,2,Resoluciones
RESOLUCIÓN N° 2511,REQUISITOS PARA EVALUADORES Y EXPERTOS TÉCNICOS QUE EVALÚAN ESQUEMAS DE ACREDITACIÓN,11/08/2025,RESOLUCIONN°2511.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2511.docx,3,Resoluciones
RESOLUCIÓN N° 2513,IMPLEMENTACIÓN DEL INTERCAMBIO ELECTRÓNICO DE DATOS DE LA DECLARACIÓN ANDINA DEL VALOR ENTRE LAS ADMINISTRACIONES ADUANERAS DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA.,18/08/2025,RESOLUCIONN°2513.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2513.doc,55,Resoluciones
RESOLUCIÓN N° 2512,ACTUALIZACIÓN DEL APÉNDICE DEL ANEXO DE LA RESOLUCIÓN 1684 “ACTUALIZACIÓN DEL REGLAMENTO COMUNITARIO DE LA DECISIÓN 571 - VALOR EN ADUANA DE LAS MERCANCÍAS IMPORTADAS”,18/08/2025,RESOLUCIONN°2512.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2512.docx,38,Resoluciones
RESOLUCIÓN N° 2514,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,20/08/2025,RESOLUCIONN°2514.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2514.docx,2,Resoluciones
RESOLUCIÓN N° 2515,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA  PRIMERA QUINCENA DE SEPTIEMBRE DE 2025.,21/08/2025,RESOLUCIONN°2515.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2515.docx,2,Resoluciones
RESOLUCIÓN N° 2516,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,29/08/2025,RESOLUCIONN°2516.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2516.docx,2,Resoluciones
