Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 352,"SOLICITUDES DE LOS GOBIERNOS DE COLOMBIA Y VENEZUELA RESPECTO AL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN PARA LOS PRODUCTOS LAMINADOS EN FRÍO, CLASIFICADOS EN LA PARTIDA 72.09",6/07/1994,RES352.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES352.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 354,"INVESTIGACIÓN RELATIVA A LA SUSPENSIÓN TEMPORAL DE LA EXPEDICIÓN DE PERMISOS SANITARIOS PARA LA IMPORTACIÓN A COLOMBIA DE POLLITOS DE UN DÍA, HUEVOS FÉRTILES, HUEVOS COMERCIALES, AVES, CARNES DE AVES Y SUS DERIVADOS, PROCEDENTES DE ECUADOR Y PERÚ",21/07/1994,RES354.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES354.pdf,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 353,"INVESTIGACIÓN RELATIVA A LA PROHIBICIÓN TEMPORAL DEL INGRESO AL ECUADOR DE POLLITOS DE UN DÍA, HUEVOS FÉRTILES Y AVES COMERCIALES ORIGINARIOS Y PROCEDENTES DEL PERÚ",21/07/1994,RES353.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES353.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 365,MODIFICACIÓN DE LA DECISIÓN 357,26/07/1994,DEC365.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC365.doc,1,Decisiones
DECISIÓN N° 364,MODIFICACIÓN DE LA DECISIÓN 326,26/07/1994,DEC364.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC364.doc,1,Decisiones
DECISIÓN N° 363,MODIFICACIONES A LA NANDINA,26/07/1994,DEC363.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC363.doc,9,Decisiones
DECISIÓN N° 369,PRESUPUESTO DEL TRIBUNAL DE JUSTICIA DEL ACUERDO DE CARTAGENA PARA 1995,30/11/1994,DEC369.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC369.doc,4,Decisiones
DECISIÓN N° 368,PRESUPUESTO DE LA JUNTA DEL ACUERDO DE CARTAGENA PARA 1995,30/11/1994,DEC368.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC368.doc,3,Decisiones
DECISIÓN N° 367,ADECUACIÓN DEL ACUERDO DE CARTAGENA AL PROCESO DE INTEGRACIÓN LATINOAMERICANO Y HEMISFÉRICO,30/11/1994,DEC367.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC367.doc,1,Decisiones
DECISIÓN N° 366,MODIFICACIÓN DE LA DISPOSICIÓN TRANSITORIA TERCERA DE LA DECISIÓN 345,30/11/1994,DEC366.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC366.doc,1,Decisiones
DECISIÓN N° 370,ARANCEL EXTERNO COMÚN,2/12/1994,DEC370.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC370.doc,5,Decisiones
DECISIÓN N° 371,SISTEMA ANDINO DE FRANJAS DE PRECIOS,7/12/1994,DEC371.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC371.doc,28,Decisiones
RESOLUCIÓN N° 358,SOLICITUD DEL GOBIERNO DE COLOMBIA PARA LA APLICACIÓN DEL ARTÍCULO 79A DEL ACUERDO DE CARTAGENA A LAS IMPORTACIONES DE SACOS DE POLIPROPILENO PROCEDENTES DEL ECUADOR,9/12/1994,RES358.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES358.doc,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 357,"NÓMINA DE PRODUCTOS NO PRODUCIDOS PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO, EN LO QUE SE REFIERE AL ARANCEL EXTERNO COMÚN",9/12/1994,RES357.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES357.pdf,43,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 356,"SOLICITUD DEL GOBIERNO DE COLOMBIA PARA LA REDUCCIÓN TRANSITORIA DEL ARANCEL EXTERNO COMÚN PARA EL PRODUCTO POLIETILENO DE BAJA DENSIDAD, NANDINA 3901.10.00",9/12/1994,RES356.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES356.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 355,"PUBLICACIÓN DEL CONVENIO DE COMPLEMENTACIÓN EN EL SECTOR AUTOMOTOR SUSCRITO ENTRE COLOMBIA, ECUADOR Y VENEZUELA EL 13 DE SEPTIEMBRE DE 1993",9/12/1994,RES355.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES355.pdf,12,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 359,"INVESTIGACIÓN RELATIVA A LA SUSPENSIÓN TEMPORAL DE LA EXPEDICIÓN DE PERMISOS SANITARIOS PARA LA IMPORTACIÓN A COLOMBIA DE POLLITOS DE UN DÍA, HUEVOS FÉRTILES, HUEVOS COMERCIALES, AVES, CARNES DE AVES Y SUS DERIVADOS, PROCEDENTES DE ECUADOR",15/12/1994,RES359.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES359.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
